chr1	14362	29370	WASH5P	1000	-	14362	29370	0	11	467,69,152,159,198,136,137,147,99,154,50	0,607,1433,2244,2495,2870,3243,3552,3905,10375,14958
chr1	34611	36081	FAM138F	1000	-	34611	36081	0	3	563,205,361	0,665,1109
chr1	34611	36081	FAM138C	1000	-	34611	36081	0	3	563,205,361	0,665,1109
chr1	34611	36081	FAM138A	1000	-	34611	36081	0	3	563,205,361	0,665,1109
chr1	69090	70008	OR4F5	1000	+	69090	70008	0	1	918	0
chr1	323891	328580	LOC100132062	1000	+	323891	328580	0	3	169,58,4142	0,396,547
chr1	323891	328580	LOC100132287	1000	+	323891	328580	0	3	169,58,4142	0,396,547
chr1	323891	328580	LOC100133331	1000	+	323891	328580	0	4	169,58,2500,1545	0,396,547,3144
chr1	367658	368595	OR4F29	1000	+	367658	368595	0	1	937	0
chr1	367658	368595	OR4F3	1000	+	367658	368595	0	1	937	0
chr1	367658	368595	OR4F16	1000	+	367658	368595	0	1	937	0
chr1	566188	566265	MIR1977	1000	-	566188	566265	0	1	77	0
chr1	621097	622034	OR4F29	1000	-	621097	622034	0	1	937	0
chr1	621097	622034	OR4F3	1000	-	621097	622034	0	1	937	0
chr1	621097	622034	OR4F16	1000	-	621097	622034	0	1	937	0
chr1	661139	665731	LOC100133331	1000	-	661139	665731	0	3	4045,58,169	0,4138,4423
chr1	761586	762902	NCRNA00115	1000	-	761586	762902	0	1	1316	0
chr1	763063	789740	LOC643837	1000	+	763063	789740	0	7	92,102,153,184,96,132,784	0,1319,19970,24243,24987,25707,25893
chr1	803452	812182	FAM41C	1000	-	803452	812182	0	3	603,1044,57	0,6039,8673
chr1	852952	854817	FLJ39609	1000	-	852952	854817	0	4	148,154,91,103	0,449,1252,1762
chr1	861120	879961	SAMD11	1000	+	861120	879961	0	14	60,92,182,51,125,90,186,163,116,79,500,125,111,674	0,181,4414,5298,10031,13299,13534,15403,16395,16669,16818,17512,17957,18167
chr1	879583	894679	NOC2L	1000	-	879583	894679	0	19	597,90,136,114,144,102,114,112,140,189,114,111,79,91,121,132,175,153,85	0,853,1314,1969,2198,3927,4286,6923,7796,8208,8971,9578,9800,11719,11891,12690,12895,14725,15011
chr1	895966	901095	KLHL17	1000	+	895966	901095	0	12	214,260,122,222,117,214,145,168,89,74,182,753	0,706,1042,1239,1768,2117,2522,2750,3333,3520,3762,4376
chr1	901876	910482	PLEKHN1	1000	+	901876	910482	0	16	118,100,147,81,73,128,132,81,76,137,150,141,141,219,49,661	0,207,3780,4024,4189,4382,4580,4827,5578,5791,6364,6689,7003,7336,7819,7945
chr1	910578	917473	C1orf170	1000	-	910578	917473	0	5	1071,126,1777,37,29	0,1300,3682,5938,6866
chr1	934341	935552	HES4	1000	-	934341	935552	0	3	471,88,481	0,564,730
chr1	948846	949915	ISG15	1000	+	948846	949915	0	2	110,552	0,517
chr1	955502	991492	AGRN	1000	+	955502	991492	0	36	251,262,48,216,225,225,207,219,195,201,149,106,117,165,144,125,106,339,138,128,115,120,354,193,216,230,135,97,165,112,117,193,88,225,104,1289	0,2078,15154,20542,21050,21355,21833,23116,23415,23700,23986,24211,25038,25236,25610,25841,26037,26274,26697,27204,27450,27653,27889,28744,29113,29443,29780,30110,30304,30603,31130,31330,31605,33630,34325,34701
chr1	1017197	1051736	C1orf159	1000	-	1017197	1051736	0	10	1170,31,26,135,66,96,76,94,113,297	0,2535,2663,4060,5321,5684,8535,9654,10173,34242
chr1	1102483	1102578	MIR200B	1000	+	1102483	1102578	0	1	95	0
chr1	1103242	1103332	MIR200A	1000	+	1103242	1103332	0	1	90	0
chr1	1104384	1104467	MIR429	1000	+	1104384	1104467	0	1	83	0
chr1	1109285	1133313	TTLL10	1000	+	1109285	1133313	0	16	21,37,66,145,197,307,119,130,75,86,172,172,893,117,94,496	0,379,518,5283,5751,6128,6577,6825,7835,8455,8970,10014,11063,22694,23187,23532
chr1	1138888	1142089	TNFRSF18	1000	-	1138888	1142089	0	5	460,203,88,123,325	0,525,890,1861,2876
chr1	1146706	1149512	TNFRSF4	1000	-	1146706	1149512	0	7	299,129,197,67,102,123,150	0,377,615,1311,1665,2336,2656
chr1	1152288	1167447	SDF4	1000	-	1152288	1167447	0	7	896,176,159,114,137,479,176	0,1549,1860,6335,6923,11559,14983
chr1	1167628	1170418	B3GALT6	1000	+	1167628	1170418	0	1	2790	0
chr1	1177832	1182102	FAM132A	1000	-	1177832	1182102	0	8	194,79,91,109,152,85,117,209	0,382,609,991,1501,1738,1928,4061
chr1	1189293	1209234	UBE2J2	1000	-	1189293	1209234	0	8	1574,81,139,103,41,48,260,189	0,2131,3078,3294,9432,10869,13819,19752
chr1	1193437	1196954	LOC100128842	1000	-	1193437	1196954	0	1	3517	0
chr1	1217488	1227409	SCNN1D	1000	+	1217488	1227409	0	15	207,113,94,353,208,191,89,164,99,118,79,58,59,76,776	0,1869,3462,3817,4659,5000,5399,5564,5830,8162,8368,8528,8786,8956,9145
chr1	1227763	1243269	ACAP3	1000	-	1227763	1243269	0	24	1325,111,110,227,99,108,203,95,70,209,112,101,52,113,12,75,96,45,184,59,54,120,58,121	0,1439,1706,2018,2334,3063,3352,3631,3827,4041,5438,5629,5986,6183,6961,7447,7589,7774,8125,9604,10538,10778,11702,15385
